UNITID,YEAR,COHORT,gradRateT_Total,gradRateG_Men,gradRateG_Women,gradRateR_White,gradRateR_Black,gradRateR_Asian,gradRateR_Hispanic,gradRateR_AmInd,gradRateR_NatHawaii,gradRateR_NonResident,gradRateR_2orMore,gradRateR_Unknown
166823,2010,4,0.123,0.087,0.161,0.14,0.066,0,0.086,0.25,,0.5,,0.106
225070,2008,4,0.165,0.149,0.179,0.155,0.122,0,0.219,0.316,,0.214,,
208035,2010,4,0.185,0.14,0.219,0.208,0.25,0.25,0.079,0.077,,0.111,,
122843,2010,2,0.208,0.171,0.25,0.042,0.061,0,0.369,0,,,0.043,0.375
225308,2010,4,0.219,0.165,0.269,0.229,0.132,,0.362,,,0.143,,
145682,2010,4,0.237,0.245,0.229,0.262,0.065,0.133,0.148,0,,0.2,,
183938,2011,4,0.175,0.143,0.201,0.221,0.098,0.188,0.081,0.143,,,,0.269
448822,2012,2,0.149,0.267,0.094,0.4,0.091,0,0.167,,,0.25,,0.1
139010,2009,4,0.126,0.172,0.101,0.176,0.076,0.167,0.2,,,0.5,,
192439,2010,2,0.164,0.174,0.161,0.253,0.112,0.269,0.222,0,,0,0,0.163
172307,2008,4,0.187,0.177,0.194,0.18,0.111,0,0.231,0,,0,,0.438
198154,2012,4,0.196,0.204,0.185,0.201,0.188,0,0.158,0.1,,,0.286,
190053,2011,4,0.275,0.21,0.342,0.301,0.094,0,0,,,0,,0.296
190521,2012,4,0.148,0.108,0.174,0.152,0.12,0.268,0.142,0.182,,0.224,,
196565,2009,4,0.185,0.141,0.234,0.201,0.069,0,0.188,0,,0.5,,
140331,2010,4,0.137,0.144,0.131,0.153,0.116,0,0.157,0.5,,0.111,0.068,
188304,2009,3,0.214,0.22,0.211,0.136,0,,0.236,0.167,,,,0.333
241410,2009,2,0.392,0.299,0.434,,,,0.392,,,,,
147411,2011,4,0.203,0.109,0.33,0.269,0.316,,0.189,,,0.1,,
443650,2009,4,0.339,0.273,0.356,0.415,0.133,,,,,,,
237987,2011,4,0.347,0.167,0.405,0.375,0.222,,,,,,,
404073,2012,2,0.154,0,0.25,0.111,0,,1,,,,,
139463,2011,2,0.215,0.108,0.271,0.221,0,0.5,0.2,0,,0,,
199324,2010,4,0.444,0.5,0,,,,,,,,0,0.571
208035,2011,4,0.207,0.193,0.223,0.248,0.148,0.273,0.105,0.118,,0,,
434584,2008,4,0.167,0.4,0.077,0.75,,0,0,0.12,,,,0
165033,2010,4,0.191,0.151,0.224,0.194,0.134,0.318,0.081,0,,0,,0.221
381617,2012,2,0.357,0.5,0.3,0.357,,,,,,,,
131399,2012,3,0.127,0.125,0.127,0,0.134,1,0,,,,0,
237385,2012,2,0.339,0.315,0.364,0.365,0.13,,0,,,,,
174279,2012,3,0.275,0.27,0.279,0.388,0,0,0,0,,0,0,0.3
366650,2012,3,0.136,0.141,0.1,0.135,0,,,0,,,,1
240055,2009,4,0.202,0.172,0.233,0.21,0.064,0.121,0.103,0,,0.25,,0.157
225779,2009,4,0.225,0.588,0,0.429,,,0.27,,,,,0
138868,2008,2,0.309,0.323,0.297,0.333,0.25,,0,,,,,
243212,2011,3,0.35,0.264,0.548,,,,0.35,,,,,
200484,2011,3,0.353,0.429,0.3,0.429,0,,0,0,,,,
212054,2009,3,0.4,0,0.444,0.667,0,,,,,,,0
164313,2009,4,0.145,0.124,0.161,0.158,0.018,0.333,0.571,0,,,,0
204866,2012,3,0.358,0.059,0.46,0.383,0.25,0,0,0,,,,
167534,2011,4,0.138,0.144,0.131,0.141,0.092,0.059,0.144,0,,0.5,,0.16
366395,2010,4,0.158,0.14,0.176,0.176,0.057,0.216,0.128,0.091,,0.25,,0.117
214625,2011,3,0.378,0.368,0.385,0.378,,,,,,,,
440466,2012,2,0.088,0.059,0.1,0.065,0,1,0.125,0,,0,,0.071
127884,2009,4,0.181,0.18,0.182,0.19,0.143,0,0.165,0.2,,,,0.267
168883,2009,4,0.214,0.191,0.235,0.222,0,0.333,0,0.125,,,,0.188
239220,2009,4,0.286,0.262,0.322,0.305,0,0,0.333,0,,,,0
213613,2010,3,0.372,0.4,0.364,0.372,,,,,,,,
367194,2011,2,0.462,0.545,0,0.5,,0,,,,,,
196699,2008,4,0.215,0.148,0.289,0.222,0.25,0.286,0.097,0,,,,
404806,2011,3,0.359,0.444,0.345,,,,0.359,,,,,
131399,2009,2,0.117,0.082,0.15,0.4,0.103,0.333,0.071,,,,,0.25
140483,2010,3,0.154,0.13,0.174,0.214,0.061,0.333,0.273,0,,0.167,,
414841,2010,4,0.349,0.333,0.417,0.407,0,,,,,,,0
140331,2008,4,0.16,0.167,0.154,0.148,0.172,0.111,0.182,0,,0.222,,0.19
106980,2011,4,0.188,0.208,0.173,0.195,0.17,0.5,0.071,0,,0,,0
235529,2010,3,0.404,0.419,0.25,0.432,0,,,,,,,
446738,2012,2,0.141,0.138,0.143,0.375,,,0.033,0,,0.5,,0.174
161235,2008,3,0.37,0.364,0.4,0.37,,,,,,,,
262031,2011,4,0.155,0.13,0.18,0.159,0.068,0.167,0.188,0,,0.333,0,0.123
205966,2008,4,0.206,0.152,0.238,0.207,0.2,,0,0.5,,0,,0
227881,2008,2,0.213,0.148,0.252,0.221,0.193,0.267,0.208,0,,0,,
213659,2008,4,0.213,0.198,0.229,0.228,0.111,0,0.023,0,,,,0.5
208965,2012,3,0.254,0.262,0.217,0.269,0,0.25,0.25,0,,,,
243106,2011,2,0.383,0.307,0.429,,,,0.383,,,,,
170790,2008,4,0.13,0.106,0.153,0.138,0.044,0.235,0.176,0.25,,0.2,,0.069
107585,2011,4,0.209,0.24,0.181,0.23,0.088,0.25,0.2,0,,,0.103,
133465,2008,2,0.167,1,0,0.333,0,,0,,,,,
443997,2012,2,0.167,0,0.333,0,1,,0,,,,,
439613,2010,2,0.222,0.286,0.182,0.143,0.667,,,,,,,0
151500,2010,2,0.25,0,1,0.25,,,,,,,,
171298,2012,2,0.25,0.25,0.25,0.25,0,,0.5,,,,,
225399,2009,3,0.25,,0.25,0,0,,1,,,,,
429128,2009,4,0.25,,0.25,0,1,,0,,,,,
448673,2009,4,0.25,,0.25,0,0,0,1,,,,,
210492,2012,3,0.375,0.5,0.25,0.375,,,,,,,,
102580,2011,2,0.5,0.5,,0.5,,,,,,,,
152798,2011,2,0.5,,0.5,0.5,,,,,,,,
153409,2009,2,0.5,,0.5,0.5,,,,,,,,
172033,2008,2,0.5,0.5,,0.5,,,,,,,,
172033,2010,2,0.5,0.5,,0.5,,,,,,,,
178350,2012,2,0.5,0.5,,0.5,,,,,,,,
192244,2010,2,0.5,0.5,,0.5,,,,,,,,
194763,2008,2,0.5,0.5,,0.5,,,,,,,,
197601,2008,2,0.5,0.5,,0.5,,,,,,,,
197601,2011,2,0.5,0.5,,0.5,,,,,,,,
203544,2008,2,0.5,,0.5,0.5,,,,,,,,
216047,2011,2,0.5,0.5,,0.5,,,,,,,,
230384,2009,2,0.5,0.5,,0.5,,,,,,,,
245777,2011,2,0.5,0.5,,0.5,,,,,,,,
369084,2009,2,0.5,0.5,,0.5,,,,,,,,
372958,2011,2,0.5,,0.5,,,0.5,,,,,,
401223,2010,2,0.5,,0.5,,,0.5,,,,,,
414586,2010,2,0.5,0.5,,,0.5,,,,,,,
426314,2008,2,0.5,0.5,,,,,,,,,,0.5
430263,2009,2,0.5,0.5,,,0.5,,,,,,,
441609,2009,2,0.5,0.5,,0.5,,,,,,,,
445416,2011,2,0.5,,0.5,0.5,,,,,,,,
449870,2012,2,0.5,,0.5,,,,,,,0.5,,
476601,2012,2,0.5,0.5,,0.5,,,,,,,,
102261,2009,3,0.5,,0.5,0.5,,,,,,,,
102580,2011,3,0.5,,0.5,0.5,,,,,,,,
146755,2012,3,0.5,,0.5,0.5,,,,,,,,
156125,2012,3,0.5,,0.5,0.5,,,,,,,,
173045,2012,3,0.5,,0.5,,,,,,,,,0.5
178208,2009,3,0.5,0.5,,0.5,,,,,,,,
180258,2010,3,0.5,,0.5,0.5,,,,,,,,
181297,2011,3,0.5,,0.5,0.5,,,,,,,,
200226,2011,3,0.5,,0.5,0.5,,,,,,,,
204468,2010,3,0.5,,0.5,0.5,,,,,,,,
204501,2008,3,0.5,,0.5,,,,,,,0.5,,
209409,2008,3,0.5,,0.5,0.5,,,,,,,,
219091,2012,3,0.5,,0.5,0.5,,,,,,,,
220075,2009,3,0.5,,0.5,0.5,,,,,,,,
226833,2010,3,0.5,0.5,,,,,0.5,,,,,
226833,2011,3,0.5,0.5,,0.5,,,,,,,,
404338,2009,3,0.5,,0.5,,,,,,,0.5,,
428286,2008,3,0.5,0.5,,,,,0.5,,,,,
432223,2008,3,0.5,0.5,,0.5,,,,,,,,
440758,2011,3,0.5,0.5,,,,,0.5,,,,,
161022,2008,4,0.5,,0.5,0.5,,,,,,,,
166407,2012,4,0.5,,0.5,0.5,,,,,,,,
190956,2012,4,0.5,,0.5,0.5,,,,,,,,
195289,2008,4,0.5,,0.5,0.5,,,,,,,,
208512,2009,4,0.5,,0.5,0.5,,,,,,,,
441496,2009,4,0.5,0.5,,,,,,,,,0.5,
441654,2008,4,0.5,,0.5,0.5,,,,,,,,
455637,2009,4,0.5,0.5,,0.5,,,,,,,,
127820,2008,4,0.188,0.176,0.199,0.208,0.089,0.03,0.178,0.25,,0,,0.182
105516,2008,2,0.147,0.14,0.151,0.156,0.069,0.286,0.169,0.111,,0.176,,0.094
101602,2008,4,0.307,0.283,0.327,0.324,0.258,0,,0,,,,0
198756,2008,2,0.388,0.278,0.445,,0.388,,,,,,,
237899,2010,2,0.257,0.25,0.263,0.285,0.194,0,0.25,,,,,0
214698,2012,3,0.278,0.214,0.5,0.364,0.143,,,,,,,
223773,2010,4,0.124,0.162,0.088,0.164,0.079,,0.214,,,,,0.667
107619,2008,4,0.07,0.071,0.07,0.091,0.028,0.5,0.667,,,,,
367909,2010,3,0.221,0.12,0.253,0.204,0.063,,0.375,,,,,0.261
414708,2011,3,0.294,0.357,0.25,0.346,,,0.25,,,,,0
105899,2011,2,0.326,0.278,0.357,0.368,,0,0.167,,,,,
156860,2012,4,0.226,0.168,0.264,0.265,0.119,0,0.15,0,,,,0.304
120838,2008,2,0.381,0.429,0.286,0,,,,,,0.4,,
436614,2012,2,0.385,0.25,0.444,0.417,,,0,,,,,
409315,2011,3,0.116,0.103,0.129,0.2,0,0.5,0.114,0,,0,,0.333
224961,2010,4,0.178,0.157,0.191,0.233,0.118,0.5,0.118,,,0,,0
157465,2008,4,0.302,0.333,0.294,0.316,0.25,,0,,,,,
190628,2010,4,0.153,0.15,0.156,0.189,0.116,0.214,0.128,0.2,,0.189,,
237950,2011,2,0.291,0.39,0.098,0.312,0.154,0,0,0,,0.25,,
193478,2011,4,0.145,0.118,0.177,0.169,0.083,0.19,0.123,0.095,,0.235,,0.159
441201,2012,4,0.333,0.5,0.286,0.375,,,0,,,,,
151193,2009,4,0.367,0.4,0.36,0.367,,,,,,,,
201283,2012,4,0.226,0.265,0.19,0.212,0.1,,0,0,,,,0.5
203492,2011,3,0.246,0.267,0.241,0.239,,,,,,,,0.5
204006,2010,2,0.249,0.194,0.303,0.263,0.05,0.167,0,,,,,0.267
243212,2009,3,0.374,0.313,0.432,,,,0.374,,,,,
161077,2011,4,0.238,0.262,0.201,0.247,0.444,0,0,0,,,0,0.1
198871,2012,4,0.14,0.085,0.255,0.237,0.102,0,0.273,0,,0.2,0.2,
205443,2009,3,0.213,0.193,0.223,0.23,0,,,0,,0.5,,0.133
439288,2008,3,0.223,0.242,0.196,0.224,0,0.25,0.357,0,,,,0
445090,2008,4,0.27,0.25,0.273,0.545,0.154,,,,,,,
440165,2010,3,0.286,0.281,0.3,0.292,0,,,,,,,0.333
243133,2008,2,0.377,0.256,0.482,,,,0.377,,,,,
191719,2008,4,0.266,0.262,0.272,0.298,0.1,0.143,0.15,0,,0,,
187745,2008,3,0.294,0.273,0.333,0,,0.273,,0.318,,,,
101295,2012,4,0.227,0.206,0.246,0.237,0.116,0.091,0.267,0,,,0.1,0
376224,2009,4,0.37,0.385,0.365,,,,0.37,,,,,
141811,2009,4,0.1,0.088,0.11,0.15,0.125,0.091,0.053,0.667,,,,0.106
172291,2010,4,0.206,0.194,0.217,0.215,0.063,0.143,0.25,0.143,,,,0.059
200013,2012,3,0.321,0.143,0.385,0.333,,,,,,,,0.308
214759,2012,3,0.37,0.357,0.377,0.385,0,,0,,,,,
183257,2009,3,0.133,0.077,0.176,0.103,,,,,,1,,
101587,2009,3,0.326,0.263,0.37,0.467,0.063,,,,,,,
180197,2012,4,0.24,0.285,0.186,0.259,0,0.167,0.111,0.083,,,,0.158
150774,2011,2,0.121,0.128,0.111,0.128,0,1,0,,,0,,
126924,2009,4,0.143,0.429,0.102,0.1,0.5,,0.214,,,,,
139463,2011,3,0.174,0.145,0.195,0.174,0.083,0.2,0.184,0,,0.333,0,
209250,2011,4,0.183,0.147,0.213,0.197,0.123,0.1,0.141,0.2,,0,0,0.184
219879,2010,4,0.149,0.131,0.164,0.147,0.146,0.25,0.3,0,,0,,0.2
366395,2009,4,0.162,0.134,0.192,0.182,0.083,0.163,0.117,0.133,,0.185,,0.136
156648,2008,4,0.225,0.197,0.246,0.237,0.164,0.25,0.091,0,,0,,0.077
201973,2011,4,0.086,0.092,0.081,0.096,0.02,1,0,0,,0,,0.111
172307,2010,4,0.182,0.183,0.181,0.197,0,0.333,0.333,0,,0,,0.077
134149,2011,3,0.228,0.222,0.23,0.167,0.261,0,0.156,,,0,,0.222
151388,2012,3,0.375,0.167,0.5,0.444,0,,,,,,0,0
150172,2010,2,0.269,0.243,0.293,0.302,0.167,,0.211,,,,,
204820,2008,2,0.311,0.259,0.348,0.317,0.25,0,0,,,,,
129774,2012,3,0.12,0.115,0.125,0.125,0,,0,,,0,1,0
161217,2010,2,0.188,0.355,0.093,0.22,,0,0,0.5,,,,0.129
148380,2012,4,0.23,0.173,0.278,0.265,0.086,0.071,0.169,0,,,0.167,0.045
450979,2011,2,0.241,0.353,0.083,0.5,0.182,,0,,,,,0.125
173115,2008,4,0.325,0.282,0.357,0.366,0,0,0,0.154,,,,0
203483,2012,3,0.117,0.164,0.088,0.114,0,0,,,,0,,1
151342,2009,3,0.131,0.1,0.137,0.115,0,0,0,,,1,,0
368601,2009,3,0.282,0.281,0.286,0.368,0.266,,,,,,,0
160074,2011,2,0.333,0,0.4,0.25,0.5,,,,,,,
219046,2008,3,0.333,0.25,0.5,0.4,,,,,,,,0
178022,2009,4,0.151,0.144,0.158,0.18,0.188,0.125,0.091,0.333,,,,0.113
225308,2009,4,0.207,0.131,0.28,0.213,0.134,,0.318,,,0.2,,
168883,2010,4,0.247,0.257,0.239,0.261,0,0,0.143,0.15,,,,0.185
214670,2009,3,0.357,0.375,0.333,0.417,,,0,,,,,
237385,2009,2,0.329,0.286,0.367,0.35,0.15,0,0,0,,,,
106795,2008,4,0.26,0.286,0.25,0.267,0,0,0.417,0,,,,
207069,2009,4,0.171,0.221,0.12,0.191,0.121,0.167,0.118,0.121,,,,0.25
106148,2011,4,0.184,0.233,0.124,0.213,0.133,0.25,0.089,0.163,,,,0.091
141307,2010,4,0.197,0.15,0.22,0.213,0,0.2,0.5,,,,,
224402,2012,2,0.209,0.225,0.179,0.206,0.145,0.25,0.266,0,,0,,
142443,2008,4,0.211,0.225,0.199,0.251,0,0,0.222,0.2,,,,0.172
204839,2012,3,0.234,0.361,0.155,0.23,0.5,0,,0,,,,
213057,2010,4,0.24,0.172,0.283,0.231,0.368,,0.186,,,,,
199926,2011,4,0.165,0.139,0.198,0.174,0.053,0,0.25,0,,,0.5,0
157632,2012,3,0.308,0.389,0.261,0.347,0.174,0,0,,,,,0
212160,2010,3,0.342,0.3,0.389,0.448,0,0,0,0,,0,,
205522,2012,4,0.378,0.294,0.429,0.378,,,,,,,,
232575,2009,4,0.249,0.224,0.27,0.263,0.129,0.154,0.19,0,,,,
188438,2012,4,0.188,0.162,0.21,0.19,0.111,0,0.05,,,,0.233,0.333
214801,2011,3,0.333,0.5,0.235,0.409,0,0,,,,,,
142337,2010,3,0.385,0.421,0.286,0.385,,,,,,,,
439570,2009,4,0.167,0.258,0.16,0.165,0.175,0,0.154,0.158,,,,0.24
185509,2011,4,0.175,0.151,0.199,0.263,0.049,0.269,0.124,0,,0.129,,0.118
205513,2008,4,0.304,0.111,0.429,0.3,0.333,,,,,,,
207661,2009,2,0.162,0.132,0.196,0.226,0,0.067,0.5,0.05,,,0.143,
211927,2012,4,0.111,0.119,0.103,0.114,0.076,0.241,0.119,0.25,,0.122,0.121,0.1
159258,2009,4,0.143,0,0.333,0,0,,0,,,,,1
195322,2009,4,0.186,0.198,0.172,0.21,0.09,0.154,0.115,0.167,,,,0.184
146816,2009,4,0.273,0.286,0.263,0.286,0.368,0,0,,,,,
227191,2010,4,0.08,0.065,0.094,0.071,0,0.029,0.096,0.5,,0.267,,0.273
117867,2008,4,0.161,0.136,0.181,0.127,0.25,0.125,0.163,0,,0.125,,0.207
366395,2008,4,0.195,0.166,0.224,0.222,0.118,0.12,0.146,0,,0.13,,0.154
162779,2011,4,0.136,0.129,0.142,0.19,0.013,0.169,0.125,0.333,,0.197,,0.04
247834,2010,4,0.134,0.108,0.16,0.135,0.082,0.142,0.145,0.143,,0.359,,0.066
179113,2008,4,0.155,0.12,0.19,0.172,0.019,0.16,0.192,0.25,,0.143,,0.073
111896,2008,4,0.17,0.149,0.185,0.169,0.091,0.227,0.261,0.222,,0,,0
440590,2010,3,0.35,0.353,0.333,0.438,0,,0,,,,,
157465,2009,4,0.379,0.308,0.4,0.386,0,,,,,,,
193016,2009,3,0.165,0.167,0.164,0.355,0.145,0.25,0.122,0,,,,0.105
373827,2010,3,0.367,0.364,0.375,0.367,,,,,,,,
218654,2009,3,0.183,0.196,0.171,0.189,0.2,0,0,0,,0.333,,0.2
110918,2008,3,0.222,0,0.667,0.333,0.25,,0,0,,,,
228316,2011,4,0.196,0.217,0.178,0.232,0.333,,0.195,,,0,,0.12
392840,2011,2,0.37,0.231,0.5,0.37,,,,,,,,
170055,2008,4,0.149,0.129,0.177,0.161,0.07,0.205,0.096,0.056,,0.333,,0.095
156338,2012,4,0.293,0.333,0.254,0.326,0.043,,0,,,,,0.222
170620,2010,4,0.133,0.103,0.16,0.153,0.045,0.2,0.071,0.5,,,,0.105
205841,2008,4,0.201,0.246,0.156,0.217,0.061,0.143,0.143,0.143,,0,,0.16
189459,2008,2,0.22,0.152,0.353,0.269,0.333,,,,,,,0.143
240666,2008,4,0.24,0.3,0.192,0.255,0.2,0,0.2,0.083,,0,,
148821,2012,4,0.303,0.212,0.372,0.333,0.25,0,0,0,,,,
108250,2009,3,0.322,0.327,0.3,0.378,0.143,,,,,,,
455655,2012,4,0.333,0.4,0.323,0,0.414,0,,0,,,,0
147369,2011,3,0.125,0.1,0.167,0.077,0,,,,,1,,0
156620,2009,3,0.274,0.333,0.25,0.279,,0,0.333,,,,,0
177472,2008,4,0.161,0.144,0.176,0.161,0.067,0.2,0.148,0.143,,0,,0.269
183859,2008,4,0.202,0.177,0.23,0.226,0.075,0.174,0.152,0,,0,,0.233
184180,2010,4,0.207,0.187,0.236,0.226,0.066,0.22,0.189,0,,0,,0.138
195988,2009,4,0.148,0.12,0.174,0.268,0.059,0.143,0.082,0.333,,,,0.141
445416,2012,3,0.316,0.111,0.343,0.323,0,,0,,,,,0.375
207157,2010,3,0.219,0.091,0.5,0.268,0.222,0,,0.167,,0,,
153445,2008,4,0.272,0.324,0.226,0.294,0.069,0,0.182,0,,,,0.1
413866,2008,2,0.4,0.4,,0,0.667,,,,,,,
161341,2008,3,0.4,0.667,0,0.4,,,,,,,,
164632,2008,3,0.4,,0.4,0.667,0,,0,,,,,
192271,2009,3,0.4,,0.4,0.667,,,0,,,,,
206084,2010,3,0.4,0.667,0,,,,,,,,,0.4
214041,2012,3,0.4,0.4,,0.667,0,,,,,,,
140012,2012,4,0.165,0.205,0.118,0.193,0.125,0.077,0.13,0.25,,,0,0.204
239248,2009,4,0.173,0.199,0.138,0.184,0.141,0.185,0.162,0.118,,,,0.167
186645,2009,4,0.176,0.148,0.206,0.205,0.049,0.104,0.146,0,,0.3,,0.133
151102,2010,3,0.228,0.278,0.211,0.25,0,0,0.167,0.333,,,,0
157447,2008,3,0.367,0.321,0.406,0.373,,,,,,0,,
140669,2012,3,0.397,0.25,0.406,0.414,0,0,,,,,,
140322,2010,2,0.206,0.143,0.25,0.111,0.256,0.5,,,,,,
169521,2008,4,0.194,0.191,0.196,0.207,0.107,0.143,0.107,0.167,,0,,0.154
434964,2010,2,0.169,0.177,0.165,0.165,0.106,0,0.179,,,0.304,,0.2
239248,2012,4,0.153,0.188,0.1,0.178,0.092,0.212,0.148,0.273,,,0,0.121
221908,2011,4,0.154,0.152,0.156,0.161,0,0.25,0.087,0.4,,,,0.104
222576,2008,4,0.155,0.184,0.13,0.151,0.125,0.188,0.164,0.167,,,,0.2
108092,2012,3,0.19,0.161,0.219,0.195,0.156,0.154,0.167,0.222,,0,,
174525,2008,2,0.385,0.444,0.25,0.385,,,,,,,,
237950,2012,2,0.239,0.283,0.131,0.277,0.032,0.5,0,0,,,,0
198570,2011,4,0.22,0.285,0.165,0.236,0.203,0,0.294,0,,,,0.059
225876,2009,4,0.239,0.188,0.268,0.283,0.25,,0.091,0,,0.143,,
169974,2012,4,0.24,0.167,0.305,0.25,0,,0.25,0,,,,0.25
403469,2012,4,0.375,0.45,0.25,0.387,0,,,,,,,
160579,2011,4,0.313,0.356,0.242,0.365,0.185,0,0,0,,,,
160038,2008,3,0.104,0.104,0.103,0.135,0.064,,0.444,0.333,,,,0.174
367884,2011,3,0.27,0.139,0.326,0.364,0.037,,0.324,0,,,,0
218858,2009,4,0.095,0.067,0.11,0.096,0.091,0,0,0,,,,1
227687,2008,4,0.205,0.096,0.386,0.261,0.092,,0.146,0.273,,0,,0
260293,2011,2,0.219,0.2,0.235,0.25,0.222,0,0.333,0,,,,0
414568,2011,3,0.287,0.292,0.263,0.395,0.222,,0,,,,,0
139287,2010,3,0.3,0.348,0.235,,0.409,,,,,0.167,,
165194,2011,4,0.128,0.104,0.153,0.122,0.069,0,0.063,0.2,,0.333,,0.286
434955,2009,2,0.2,0.157,0.226,0.153,0.3,0.2,0,0,,0.222,,0
420538,2009,4,0.367,0.302,0.408,0.381,,,0,0,,,,
106999,2012,4,0.22,0.189,0.239,0.226,0.25,0,0.333,0,,,,0
225849,2009,4,0.271,0.258,0.375,0.273,0.28,,,,,,,0
106148,2012,4,0.157,0.144,0.17,0.19,0,0,0.111,0,,0.5,,0.184
195058,2008,4,0.177,0.152,0.211,0.227,0.084,0.141,0.201,0,,0.161,,0.102
206817,2010,2,0.244,0.242,0.25,0.125,0.357,,0,0.238,,,,
445939,2011,3,0.318,0.167,0.375,0.429,0,0,,0,,,,0.167
440624,2008,4,0.094,0.098,0.091,0.085,0.087,1,,0,,,,0
138868,2009,2,0.297,0.214,0.4,0.333,0.211,,0,0,,0,,0
237437,2008,4,0.323,0.22,0.37,0.36,0.182,,,,,,,0
187620,2010,4,0.133,0.131,0.134,0.121,0.167,0.25,0.132,0.118,,0.174,,0.095
221908,2009,4,0.161,0.19,0.135,0.165,0.077,0.5,0.071,0,,,,0.156
151360,2011,2,0.249,0.256,0.245,0.305,0.127,0,0.182,0,,,,0.091
413884,2011,3,0.253,0.23,0.333,0.435,0.203,0,,,,,,0
235529,2008,3,0.408,0.45,0.182,0.414,0,,,,,,,
219888,2010,4,0.139,0.114,0.159,0.148,0.068,0,0.125,0.5,,0,,0.2
406194,2011,2,0.237,0.295,0.053,0.333,0,,0,,,,0.364,0.171
154907,2008,4,0.274,0.234,0.304,0.298,0.143,0,0.2,0,,0,,0
200484,2012,3,0.286,0,0.667,0.5,,,0,,,,,0
156189,2012,2,0.365,0.311,0.412,0.365,,,,,,,,
251251,2011,3,0.37,0.372,0.333,0.378,0,,,,,,,
207290,2008,4,0.196,0.167,0.227,0.207,0.126,,0.214,0.215,,0.1,,
127820,2012,4,0.142,0.132,0.151,0.158,0.11,0.178,0.155,0.038,,0.333,,0.055
221096,2010,4,0.164,0.105,0.206,0.174,0.111,0.118,0,0.4,,,,0.174
238935,2012,2,0.286,0.333,0.25,0.25,0.333,,,,,,,
243197,2008,3,0.37,0.3,0.412,,,,0.37,,,,,
236708,2009,4,0.198,0.152,0.239,0.211,0,0.25,0.122,0.083,,,,0.197
416962,2008,2,0.158,0.093,0.207,0.153,0.1,0.111,0.19,,,0.145,,0.294
191083,2012,4,0.18,0.172,0.19,0.216,0.085,0.149,0.105,0.093,,0.261,,0
451662,2009,2,0.304,0.667,0.176,,,,,,,,,0.304
218991,2012,4,0.15,0.167,0.136,0.152,0.117,0.231,0.048,0.25,,,,0.2
187897,2008,2,0.214,0.118,0.32,0.143,0.1,0,0.265,0.091,,,,0.2
237358,2011,3,0.348,0,0.381,0.389,0,,0,,,,,0.333
177065,2011,3,0.19,0.125,0.231,0.25,,0,,0,,0.154,,0.5
241386,2010,2,0.375,0.3,0.4,,,,0.375,,,,,
190673,2010,4,0.159,0.141,0.175,0.18,0.12,0.169,0.153,0.167,,0.186,,
439701,2008,2,0.2,0.25,0,0,1,0,,,,,,0
207856,2008,3,0.208,0.071,0.4,0.188,0.25,0,0.333,,,,,
225876,2011,4,0.222,0.275,0.186,0.286,0.16,,0.071,,,0.25,,
162690,2008,4,0.255,0.232,0.279,0.28,0.121,0.2,0.083,0,,,,0
161545,2011,4,0.183,0.182,0.184,0.192,0.121,0.067,0.214,0.077,,0.071,0,0.159
367112,2008,4,0.294,0.333,0.283,0.372,0.167,,,,,,,0
106625,2011,4,0.297,0.277,0.314,0.311,0,0,0.25,0,,,,0
212160,2009,3,0.3,0.412,0.154,0.333,0.25,,0,,,,,
242644,2010,2,0.377,0.208,0.487,,,,0.377,,,,,
198817,2012,4,0.138,0.172,0.111,0.19,0.072,0.333,0.182,0.25,,,,0
247603,2008,4,0.277,0.244,0.308,0.295,0,0.286,0.038,0,,,,0
173629,2009,3,0.299,0.05,0.364,0.368,0,0.2,0,0,,,0,0.167
139579,2008,3,0.304,0.125,0.4,0.286,0.333,,,,,,,
158936,2008,4,0.324,0.125,0.385,0.4,0.214,,,,,,,
155210,2012,4,0.13,0.11,0.152,0.15,0.056,0.192,0.144,0.333,,0.125,,0.055
185536,2009,4,0.152,0.119,0.195,0.178,0.082,0.184,0.098,0,,0.275,,0.164
138761,2010,4,0.205,0.173,0.237,0.271,0.161,0,0.333,,,0.067,,
442347,2008,4,0.29,0.288,0.3,0.417,0.152,,,,,,,
126827,2008,2,0.167,0.125,0.5,0.154,0,,,,,0.5,,0
198756,2011,2,0.37,0.293,0.413,,0.37,,,,,,,
438382,2010,2,0.164,0.105,0.194,0.15,0.333,0,0,0,,0.3,,0.2
453473,2012,4,0.257,0.083,0.348,0.5,0.258,,,,,,,0
189565,2010,4,0.282,0.226,0.315,0.327,0,,,,,,,0.296
207351,2012,3,0.159,0.103,0.241,0.202,0,0,0.125,0.143,,0.25,,0.222
156851,2009,4,0.172,0.133,0.189,0.168,0.083,,0,0.5,,,,0.2
207050,2012,4,0.187,0.17,0.208,0.176,0,0.211,0.25,0.243,,,0,0
198251,2008,4,0.239,0.215,0.267,0.254,0.203,,0.267,,,,,0
409315,2010,3,0.133,0.105,0.156,0.188,,0.5,0.131,,,0.231,,0
174020,2008,2,0.2,0.174,0.219,0.318,0,0.2,,0,,0.333,,0
151625,2011,3,0.273,0.5,0.222,0.306,0.143,,,,,,0,
102094,2009,3,0.36,0.286,0.389,0.409,0,0,,,,,,0
229799,2011,4,0.15,0.112,0.179,0.151,0.162,0.1,0.149,0.091,,0.2,,0.15
